spotify_id,valence,danceability,energy,number_of_emotion_tags,valence_tags,arousal_tags,dominance_tags,tempo,key,mode,instrumentalness,liveness,speechiness,acousticness,loudness
4xkOaSrkexMciUUogZKVTS,0.1,0.5479999999999999,0.847,6.0,4.55,5.273124999999999,5.690625,171.447,1.0,1.0,0.0,0.0816,0.186,0.0622,-3.237
3fOc9x06lKJBhz435mInlH,0.498,0.249,0.949,8.0,3.71,5.832999999999999,5.427250000000002,185.252,2.0,0.0,0.0228,0.0953,0.0678,0.00131,-2.642
5bU4KX47KqtDKKaLM4QCzh,0.5670000000000001,0.657,0.96,7.0,3.771176470588235,5.348235294117648,5.441764705882353,126.02,5.0,0.0,0.000997,0.109,0.07,0.00169,-3.524
4Q1w4Ryyi8KNxxaFlOQClK,0.585,0.431,0.962,9.0,2.9713888888888893,5.537499999999999,4.72638888888889,156.10299999999995,6.0,1.0,5.04e-06,0.321,0.0789,8.34e-06,-3.269
49fT6owWuknekShh9utsjv,0.1689999999999999,0.8109999999999999,0.5660000000000001,1.0,3.08,5.87,5.49,100.224,8.0,0.0,0.0,0.104,0.517,0.563,-6.033
6DoXuH326aAYEN8CnlLmhP,0.53,0.431,0.906,10.0,3.807121212121212,5.473939393939394,4.7290909090909095,125.459,9.0,1.0,0.0001,0.123,0.0945,0.0001,-6.13
104YdibC7VQy78xAVmgRYr,0.343,0.7709999999999999,0.515,20.0,3.7372108843537424,5.610204081632652,4.626734693877551,119.961,9.0,0.0,0.000168,0.405,0.0499,0.116,-10.456
1qxkzHlZBXFv5HfyYqJ8cy,0.0368,0.147,0.958,9.0,3.2594444444444446,5.203055555555556,4.422777777777778,137.829,1.0,1.0,0.972,0.893,0.107,0.0957,-13.427
6xK3sBdRm99g9T8Ov0gjdF,0.0767,0.18,0.982,8.0,3.910740740740741,4.915555555555556,4.631851851851851,81.75,5.0,1.0,0.792,0.331,0.31,1.36e-05,-4.691
62wtttQzoIA9HnNmGVd9Yq,0.446,0.442,0.807,3.0,4.564285714285714,5.13,4.842857142857143,84.649,6.0,1.0,6.43e-06,0.217,0.265,0.0158,-4.753
3DaC3oRpGInTU0x8DvdSGp,0.317,0.467,0.738,7.0,3.2054761904761904,5.0269047619047615,4.584761904761905,112.325,1.0,0.0,0.00384,0.0697,0.104,0.0279,-13.983
7EZlzu01NzbR1jWEIDSk5T,0.1369999999999999,0.362,0.961,8.0,3.285,5.297222222222223,4.716296296296297,101.931,11.0,0.0,0.00187,0.623,0.108,0.331,-14.711
1jRzdY7oUBOhrylNtiMtBD,0.6659999999999999,0.914,0.607,11.0,5.680882352941175,5.751911764705882,5.930882352941175,98.054,7.0,1.0,0.0,0.0515,0.32,0.0626,-5.658
1Nvy8JAL3DrO0a6xdgJSvv,0.16,0.315,0.7979999999999999,7.0,3.838627450980392,4.418725490196079,4.059803921568627,109.753,7.0,1.0,0.303,0.3720000000000001,0.0441,5.94e-05,-7.307
3RwomkUaNHS0gFs3QqgudU,0.799,0.4320000000000001,0.659,4.0,3.796341463414634,4.475853658536585,5.564390243902439,78.98899999999998,10.0,1.0,0.0,0.289,0.0505,0.386,-5.388999999999999
46sqkKk663MiT1u0WHLQKF,0.721,0.773,0.512,7.0,5.841999999999999,5.979833333333334,5.920166666666666,139.034,2.0,1.0,0.0,0.0712,0.0887,0.141,-3.845
35BOEtOvV1qwzjblSKcPJ1,0.0279,0.333,0.7120000000000001,5.0,3.5075000000000003,4.64875,4.8025,112.776,2.0,1.0,0.95,0.359,0.103,0.305,-15.726
6Xpm4ajdj9SkiP08JKg3vK,0.523,0.5529999999999999,0.963,3.0,2.96,5.6091304347826085,4.957826086956522,95.015,11.0,1.0,0.0108,0.0357,0.117,3.27e-05,-5.2860000000000005
6D69DWilPEsY2TqayoB7x5,0.276,0.261,0.908,5.0,3.9846153846153847,5.235128205128204,5.487948717948718,119.51,1.0,1.0,0.901,0.498,0.0819999999999999,0.17,-13.069
2ZhswJTKMkNNTAjrTmPhOJ,0.463,0.417,0.976,6.0,5.265714285714286,5.682857142857143,5.716428571428572,186.081,2.0,0.0,0.000117,0.074,0.0665,0.000351,-4.6960000000000015
3GiJq4AQK7324mfIQbpiTf,0.537,0.407,0.98,1.0,3.08,5.87,5.49,131.066,7.0,1.0,0.000112,0.119,0.107,0.0017399999999999,-1.58
7HFCovMwZIinGBpoZyUsKC,0.211,0.503,0.895,6.0,4.158518518518519,4.597407407407408,4.78037037037037,93.953,7.0,1.0,0.0354,0.319,0.0436,2.37e-05,-6.228
5DoTRJlzMaGAMHPTDrfvfW,0.693,0.565,0.968,3.0,4.516571428571429,4.666571428571429,5.649428571428572,108.003,1.0,1.0,0.188,0.089,0.0568,1.33e-05,-5.165
5o9jJ0aRyn7WswL4giBmMB,0.56,0.5820000000000001,0.5429999999999999,1.0,3.08,5.87,5.49,196.18,0.0,0.0,3.72e-06,0.349,0.495,0.764,-9.081
7n6DnNdKKhjyDa1GlGgLeQ,0.579,0.8140000000000001,0.877,5.0,3.791111111111111,5.930000000000001,5.28,111.179,1.0,0.0,7.62e-05,0.277,0.153,0.0866,-7.134
60nriFcKARUpnYksJkDqJR,0.445,0.5760000000000001,0.82,3.0,3.53,4.836666666666667,5.133333333333333,91.208,4.0,1.0,0.7390000000000001,0.2,0.113,0.0144,-9.387
14CVBGaoD5k3VC9Qmz5imZ,0.6459999999999999,0.6829999999999999,0.7559999999999999,1.0,3.0800000000000005,5.87,5.49,129.92600000000002,2.0,1.0,0.42,0.722,0.0439,5.15e-05,-7.496
3bbVPVAL3ulmu3kNGJ9EDF,0.269,0.617,0.688,1.0,3.08,5.87,5.49,86.76899999999998,7.0,1.0,0.0173,0.0629,0.13,0.0122,-10.82
4DuE7W3HEq037BuHzas2Ym,0.309,0.318,0.879,3.0,2.905,4.312916666666667,3.97375,95.456,1.0,1.0,0.272,0.0756,0.0766,0.000131,-9.102
3p7Lr8Kpy0imLB1yalPgQu,0.5660000000000001,0.32,0.912,2.0,3.7991489361702127,5.772127659574468,5.80063829787234,153.885,1.0,1.0,0.000226,0.177,0.0407,0.000242,-3.123
3mtQQLpGwnIuYMgGADBlGz,0.12,0.48,0.978,18.0,3.760833333333335,5.5425,4.5875,101.955,1.0,0.0,0.0146,0.329,0.0545,0.000309,-9.465
4DgsvJNNGvV5WPQ40qR3R8,0.281,0.368,0.981,1.0,3.08,5.87,5.49,142.47899999999996,3.0,1.0,0.00317,0.262,0.123,0.0104,-3.052
2QecHpp1nzPMwo95fwxZ9h,0.485,0.532,0.953,3.0,6.279830508474577,5.389830508474576,5.747118644067796,142.016,8.0,1.0,0.00765,0.119,0.0394,0.000104,-5.6670000000000025
2z2qTST29C0jxdCGjlqVNE,0.727,0.414,0.903,2.0,5.165,5.76,6.03,90.969,7.0,1.0,0.00746,0.0776,0.0583,6.43e-05,-10.392
4XtywUcY2InXkgLL3OfDmp,0.193,0.478,0.563,3.0,3.744285714285714,5.203571428571428,5.230714285714286,147.356,9.0,0.0,0.6679999999999999,0.0693,0.0297,0.000109,-9.216
6yE653bOUMCnnAbCOnZS55,0.445,0.56,0.867,5.0,2.8385714285714285,5.192857142857143,4.202857142857143,137.887,1.0,1.0,0.000334,0.114,0.032,0.00115,-3.766
52qsLeKxfmSjaxAiHGPMbk,0.355,0.382,0.8340000000000001,2.0,4.105882352941176,5.524117647058823,5.675882352941177,90.304,9.0,0.0,0.1,0.0797,0.0457,0.00491,-8.13
53T0V3jTJDs3kIqwvlgspI,0.222,0.421,0.944,16.0,3.89416149068323,4.8392546583850935,4.207701863354037,162.179,8.0,1.0,0.815,0.119,0.302,0.0764,-9.179
0BI9BYPVtp65GqNkVCl6tS,0.353,0.7509999999999999,0.599,23.0,6.344530831099196,4.04426273458445,5.879490616621983,95.702,11.0,0.0,0.000236,0.426,0.336,0.0387,-8.183
74PzFTj0YKQhtESkU5VrfF,0.8009999999999999,0.484,0.851,1.0,3.08,5.869999999999999,5.49,157.425,4.0,1.0,0.000115,0.327,0.193,0.067,-8.783
6cfvxVx2PZFSFeghhmciy6,0.662,0.7090000000000001,0.5489999999999999,11.0,3.3458227848101263,4.702911392405063,4.276075949367088,98.457,11.0,1.0,0.121,0.128,0.613,0.0339,-10.805
3VrWfrDjNLLNhqXNJRU0JR,0.107,0.217,0.6659999999999999,9.0,4.388350515463918,5.089896907216495,4.819587628865979,108.069,4.0,1.0,0.259,0.665,0.0461,0.000396,-9.616
5VYVcGgRxhz39ujXLRB42p,0.3,0.464,0.997,3.0,3.7305882352941175,5.522058823529412,5.413823529411765,90.98,4.0,0.0,0.197,0.972,0.0872,0.00011,-4.659
0YHhpW8PnU0WNuAKAVuM70,0.968,0.7609999999999999,0.489,9.0,2.7838297872340427,4.479361702127659,4.119787234042553,137.907,7.0,1.0,0.0,0.25,0.0355,0.212,-11.025
2vtjdPo6BfEFEk9a83mO45,0.529,0.4970000000000001,0.897,1.0,3.08,5.87,5.489999999999999,179.955,7.0,1.0,0.0,0.389,0.327,0.0607,-6.234
6SOBCABlykuNrO04rmXpLs,0.523,0.779,0.767,12.0,4.966045454545454,4.70159090909091,4.993772727272726,91.981,11.0,0.0,0.0,0.102,0.258,0.00214,-5.4620000000000015
5J1ewKkCC28LleuiL8f9WG,0.75,0.21,0.93,1.0,3.08,5.87,5.49,172.40400000000002,2.0,1.0,0.119,0.205,0.0595,2.1600000000000007e-05,-8.252
4KscmBsFFjcfnD3XbYIklO,0.0374,0.148,0.1669999999999999,33.0,5.036562998405104,4.766427432216906,5.161363636363637,88.056,9.0,1.0,0.723,0.109,0.0407,0.7509999999999999,-18.333
7ygrDIOwwM4gtNf8Pz6kxW,0.792,0.8270000000000001,0.6759999999999999,1.0,3.08,5.87,5.49,97.835,7.0,1.0,4.8e-06,0.079,0.262,0.0257,-9.735
5dVjEdi8hUutQSoEZsBKXr,0.202,0.339,0.958,2.0,2.805,6.035,4.8,125.851,1.0,1.0,0.7759999999999999,0.303,0.115,3.26e-05,-4.162
65l5KYs1YMFplVybSvFZqZ,0.768,0.672,0.84,3.0,5.006666666666667,4.680000000000001,5.953333333333333,94.669,1.0,1.0,0.0,0.171,0.342,0.00848,-5.191
4Hs5Fu5fHNPwHvKAiUXotu,0.266,0.5,0.975,5.0,4.086595744680851,5.830212765957447,5.291489361702127,160.02700000000004,10.0,1.0,0.0277,0.299,0.0954,0.0156,-5.754
2lEWD5hJZxkhTKO3p9441l,0.0491,0.179,0.979,1.0,3.08,5.87,5.49,136.812,10.0,1.0,0.416,0.155,0.155,7.670000000000001e-05,-7.735
53Chgqu2TN0wlPw9EeJjSb,0.7020000000000001,0.362,0.899,7.0,3.5572413793103443,3.621724137931035,4.720229885057472,104.373,5.0,0.0,0.000103,0.18,0.0592,0.335,-4.845
53yBfGozCZOAqaM16PwMKP,0.248,0.475,0.816,1.0,3.0800000000000005,5.87,5.49,130.065,6.0,1.0,0.366,0.332,0.0644,0.0027,-5.502000000000002
4zHRHotgEcUcQzheUld3n9,0.328,0.547,0.978,5.0,2.858,4.106,3.964,128.911,6.0,0.0,0.57,0.362,0.0658,1.04e-05,-4.351
2nn5hgxjtmugWJudh9zlxt,0.826,0.433,0.8170000000000001,3.0,2.877865168539326,3.412808988764045,4.652696629213484,122.511,10.0,1.0,4.9000000000000005e-06,0.092,0.0486,0.688,-3.986
66ShyjRt7dvrbBRhzkx5lf,0.34,0.5529999999999999,0.978,1.0,3.08,5.87,5.49,98.961,6.0,1.0,0.0133,0.218,0.0626,8.55e-05,-4.205
4ezafcOuI5em8LoE2xxnpv,0.586,0.7240000000000001,0.8059999999999999,1.0,3.08,5.87,5.49,93.863,1.0,0.0,0.0,0.314,0.295,0.0541,-6.843
4YhA8wCS03e32t61v4D8Ik,0.357,0.515,0.865,3.0,3.951186440677966,6.090677966101695,4.893050847457627,84.015,2.0,1.0,0.314,0.254,0.0446,4.45e-05,-5.233
4xh98RD1TjVR4nHa47iH72,0.8440000000000001,0.816,0.8490000000000001,2.0,2.805,6.035,4.8,94.007,11.0,1.0,0.0,0.0616,0.26,0.0811,-4.41
5ka9tzfUYOsFAz6cSUvFX6,0.287,0.759,0.449,1.0,3.08,5.87,5.49,91.658,4.0,0.0,0.0,0.1669999999999999,0.43,0.0112,-9.938
6tGtBvK6DezcjbtUxXGyxe,0.451,0.847,0.828,2.0,5.725,6.095000000000001,6.265,125.764,6.0,1.0,1.53e-06,0.101,0.0795,0.1369999999999999,-12.497
3GkclSNFTsqpTZJhzK9FCy,0.733,0.6809999999999999,0.726,9.0,5.417662337662338,4.084935064935065,5.4853896103896105,147.925,9.0,0.0,1.93e-05,0.119,0.0358,0.127,-8.421
3aKhLm5mONfAtS1NZXG8f4,0.459,0.3720000000000001,0.912,2.0,4.275,5.885000000000001,5.145,166.889,9.0,0.0,0.0275,0.297,0.0713,0.00163,-8.832
6waIDGD8KburJSTvbbtmr7,0.501,0.5539999999999999,0.7040000000000001,5.0,5.744,5.33,5.588,123.99,4.0,0.0,0.00996,0.183,0.0365,4.870000000000001e-05,-13.835
2luq0uISJ4Qn0nYEWkHblt,0.667,0.789,0.805,2.0,1.54,2.935,2.745,112.984,11.0,0.0,0.0,0.88,0.104,0.00279,-3.681
6NrEJlXwe5VSZuANModTm3,0.564,0.306,0.907,2.0,4.365000000000001,6.235,5.529999999999999,134.972,11.0,1.0,0.526,0.45,0.0512,0.00175,-10.34
6M3Qat8CTPMnagoVSSOXvI,0.21,0.279,0.7170000000000001,2.0,2.5200000000000005,6.065,4.98,133.582,2.0,1.0,0.1669999999999999,0.224,0.0468,0.000317,-5.3210000000000015
5n8Aro6j1bEGIy7Tpo7FV7,0.857,0.8590000000000001,0.75,1.0,3.08,5.87,5.49,98.691,8.0,0.0,0.0,0.0538,0.303,0.0193,-8.325
6PDBcqHNIg5cOojcCkhxYM,0.163,0.561,0.958,5.0,4.272,4.856,4.318,100.01,1.0,0.0,0.18,0.0479,0.0941,0.000173,-5.612
1HZXGK0yyl1ygZn0wsdVoL,0.612,0.376,0.936,2.0,4.23,5.505,6.035,95.359,6.0,0.0,1.85e-06,0.159,0.0676,0.000452,-8.241
17GdAx0kHOFNXZiCj8HuOW,0.654,0.679,0.885,1.0,3.08,5.87,5.49,96.643,11.0,0.0,0.0,0.334,0.309,0.0844,-4.1560000000000015
3glqlA5qY3bbo8UaUDGPnw,0.324,0.722,0.639,1.0,3.08,5.87,5.49,90.972,2.0,1.0,2.79e-05,0.352,0.373,0.000917,-6.959
5wDwRWRJmRkVbg0d7vH4Lx,0.611,0.873,0.487,1.0,3.08,5.87,5.49,97.445,7.0,1.0,0.0,0.269,0.412,0.141,-14.872
5huSgTVqBdIJTFhpShJfcg,0.731,0.615,0.477,13.0,5.563571428571429,4.479285714285714,5.385,156.00799999999995,2.0,1.0,6.25e-05,0.231,0.092,0.0558,-8.816
0qbzjDlkKO3upenopyegk8,0.778,0.524,0.848,1.0,3.08,5.87,5.49,110.748,0.0,1.0,0.307,0.917,0.0398,0.0851,-11.372
6OQrmEIK8KOOVcSoSaEo40,0.399,0.647,0.98,2.0,2.805,6.035,4.8,188.30900000000003,7.0,1.0,8.56e-05,0.045,0.356,0.0301,-3.463
3oYHwl2ZEocFyBpzQ2vLBt,0.743,0.477,0.578,1.0,3.08,5.87,5.49,59.037,7.0,1.0,0.0,0.158,0.0989,0.462,-10.601
7CpbhqKUedOIrcvc94p60Y,0.544,0.6559999999999999,0.932,5.0,3.1540909090909093,5.293181818181819,4.26,130.936,4.0,0.0,0.00147,0.144,0.0708,0.00347,-3.405
5cZqsjVs6MevCnAkasbEOX,0.624,0.4320000000000001,0.884,7.0,3.282162162162162,5.999189189189189,4.696486486486487,108.948,8.0,1.0,0.0005269999999999,0.166,0.13,0.0127,-6.659
1WWgMk8nD79p8VeKFGYrOw,0.397,0.431,0.855,3.0,2.5157142857142856,6.334285714285714,4.230952380952381,163.014,9.0,1.0,0.00114,0.639,0.15,0.00673,-4.205
23wfXwnsPZYe5A1xXRHb3J,0.315,0.785,0.871,10.0,3.247333333333333,5.664888888888888,4.566666666666667,87.24799999999998,4.0,0.0,0.0,0.309,0.265,0.144,-2.692
6pfdW2NouUI3ZnugM7r0G0,0.0368,0.47,0.984,10.0,4.067727272727272,5.738181818181818,4.817727272727272,130.055,1.0,0.0,0.000224,0.212,0.0939,0.000133,-3.783
68DKrU7sTyDpDA5T3dsOlk,0.607,0.478,0.861,10.0,3.737741935483871,5.398064516129032,4.433870967741936,159.846,0.0,0.0,0.0396,0.155,0.105,0.0191,-6.79
27msmgcdSRniJHfocEf6EH,0.333,0.542,0.8059999999999999,13.0,4.996885245901638,5.04393442622951,4.97360655737705,140.155,8.0,1.0,0.436,0.291,0.0482,0.0021,-4.973
1x8sna2LV8WQ38NEtN5X46,0.271,0.431,0.823,10.0,4.374864864864864,4.867567567567567,4.572432432432433,150.072,4.0,1.0,3.45e-05,0.0447,0.0638,4.6e-05,-5.218999999999999
3S4G4SL15Cp4CvAfmye8um,0.274,0.317,0.911,5.0,2.8704545454545456,5.838636363636363,4.523636363636364,123.254,7.0,1.0,0.555,0.148,0.177,0.00128,-7.362999999999999
3jnYlchDDAiLzfkPPy12ig,0.206,0.46,0.992,8.0,3.567692307692308,5.423076923076923,4.11923076923077,90.877,5.0,0.0,0.866,0.321,0.0818,0.000638,-3.298
5tYosD9TicWDYO3kAE4ADp,0.452,0.527,0.789,6.0,3.23,5.682,4.564000000000001,86.137,9.0,1.0,0.0133,0.381,0.0694,0.014,-8.049
3Hxu3Ey1TV9mZ5XqMXckiS,0.174,0.399,0.965,9.0,3.843684210526316,5.483157894736842,4.455789473684211,98.464,6.0,1.0,0.0314,0.3670000000000001,0.143,0.00442,-5.901
6CHENx8iqzMwavTIz8s0gm,0.383,0.287,0.78,11.0,3.978620689655173,5.823448275862069,4.746896551724139,167.278,7.0,1.0,3.71e-05,0.184,0.0469,0.049,-6.492999999999999
18ohWhzbMCynq5QJ68ifkW,0.573,0.81,0.7240000000000001,7.0,4.51625,5.756875,5.00625,101.941,4.0,0.0,0.0,0.306,0.268,0.127,-6.153
5Ty1B6gHqh0joQx6ChbxiH,0.463,0.5529999999999999,0.883,4.0,2.8276,5.494400000000001,3.828,136.711,7.0,1.0,0.0488,0.0599,0.0618,0.00732,-7.302
07Bw7ACBw1xzhKpXrraskA,0.387,0.65,0.6409999999999999,12.0,4.24027027027027,4.974594594594595,4.684054054054055,118.229,10.0,1.0,0.00397,0.408,0.0347,0.0808,-7.223
7lUjs7bf1fjKI8HKhbNp6z,0.346,0.382,0.907,16.0,5.660714285714286,4.748214285714285,5.304761904761905,183.35,10.0,0.0,5.65e-06,0.0915,0.295,0.127,-6.382999999999999
0HgTYw2jY3sz8rYG0RpI3f,0.4370000000000001,0.313,0.7390000000000001,19.0,4.114959349593496,4.469674796747968,4.45520325203252,66.449,11.0,0.0,0.000124,0.334,0.0408,0.0301,-4.873
48lIoKOJ9KOedV2PKgIfUT,0.106,0.271,0.966,6.0,2.9058536585365857,5.291219512195122,3.956341463414635,93.066,5.0,0.0,0.101,0.757,0.113,0.00309,-4.456
55oCxTjsEydILFRdZ9nWaW,0.407,0.484,0.7909999999999999,8.0,3.159777777777778,5.505333333333333,4.326666666666668,162.16299999999995,7.0,1.0,0.0844,0.08,0.0705,0.00455,-6.8870000000000005
0Jf9d1BEYPcxK8NwGj194O,0.825,0.6609999999999999,0.662,21.0,4.372268041237113,5.038659793814433,4.610515463917525,87.119,4.0,0.0,0.0,0.131,0.0931,0.255,-8.88
1boT6T7To8iTK1RyM5xxJy,0.351,0.602,0.66,9.0,4.880714285714285,5.624761904761905,4.904047619047619,98.082,0.0,1.0,0.391,0.203,0.032,0.192,-8.935
0tBbt8CrmxbjRP0pueQkyU,0.306,0.7240000000000001,0.804,2.0,4.9750000000000005,6.5,5.055,124.987,11.0,0.0,0.0,0.204,0.0448,0.124,-4.614
4V0he7zYfJLEjfCDfojToB,0.423,0.508,0.757,15.0,4.754081632653061,5.654081632653061,4.9746938775510205,91.344,8.0,1.0,6.879999999999999e-05,0.118,0.116,0.041,-4.892
4w7hIjpuEfvMPiyEgdqlf6,0.522,0.4320000000000001,0.939,14.0,5.32375,5.482083333333333,5.375,177.863,8.0,1.0,0.0,0.227,0.18,0.0104,-3.369
4zlGdsGD7D6qECEUOKByjF,0.276,0.485,0.926,11.0,4.490204081632653,5.506734693877552,5.241836734693877,170.03900000000004,5.0,1.0,0.362,0.706,0.119,0.000293,-7.502000000000002
5tz69p7tJuGPeMGwNTxYuV,0.357,0.62,0.574,5.0,2.55,3.2675,3.6975,100.023,5.0,0.0,0.0,0.19,0.0479,0.569,-7.7879999999999985
0yUyPe5c1o5cCyV7aJkz6F,0.353,0.684,0.75,13.0,3.3339215686274515,5.845098039215687,4.427058823529412,110.028,0.0,0.0,0.201,0.204,0.0457,0.00113,-7.651
0vNHCXmNzVa8h54SE3JDm7,0.0642,0.271,0.959,8.0,3.618125000000001,5.375,4.263750000000001,131.846,7.0,1.0,0.8540000000000001,0.0858,0.125,0.000256,-5.8660000000000005
3m2Zd230K68bC4Qe961d9p,0.544,0.715,0.0885,17.0,4.4525,5.706799999999999,4.917599999999999,125.383,9.0,0.0,0.00694,0.155,0.0521,0.00485,-20.682
1icudzJCEUyjOVYzw7emST,0.565,0.456,0.921,7.0,3.757741935483871,6.0600000000000005,4.802903225806452,166.645,9.0,1.0,0.6509999999999999,0.0649,0.0671,6.27e-05,-6.466
1nbGN4N63uCQq0pCIs3kIf,0.619,0.431,0.5429999999999999,22.0,4.4692,4.74208,4.915040000000001,157.384,7.0,1.0,8.98e-05,0.106,0.0488,0.354,-12.507
20oenBXlmwIfK0F3fQIjhM,0.0778,0.5870000000000001,0.923,22.0,3.81640625,5.285390624999999,4.390859375000001,142.075,4.0,0.0,0.0,0.481,0.441,0.0216,-3.05
5RxKqRKJva5ZcVa0ltdxuX,0.3,0.488,0.944,13.0,3.8995,5.63325,4.5075,146.0,11.0,0.0,0.601,0.496,0.0635,0.000281,-6.0760000000000005
7wyVuNCEr1j8NfG1vwMXZp,0.267,0.356,0.961,11.0,3.664,5.502888888888889,4.592888888888888,188.256,11.0,1.0,0.302,0.8059999999999999,0.127,0.000143,-8.787
24CeaRaJHiMKFAVZTCu8Y0,0.507,0.376,0.988,3.0,3.523684210526316,5.709473684210527,4.459473684210527,192.153,5.0,1.0,6.36e-05,0.346,0.216,8.82e-05,-2.375
1Ra0py3DxQ2dcWHXhd9wq6,0.398,0.454,0.8640000000000001,7.0,3.609375,5.231250000000001,4.848750000000001,131.231,11.0,0.0,0.0339,0.195,0.0606,0.0001629999999999,-4.05
3lMiBDoKSRJfSrP6mLqGut,0.482,0.645,0.897,6.0,3.994230769230769,4.822307692307692,4.523076923076923,105.99,9.0,1.0,0.0659,0.0761,0.142,0.000739,-3.834
3eZixQQs5gHPeAflvjhc7E,0.447,0.143,0.911,2.0,4.319655172413793,6.1482758620689655,5.047931034482758,187.37,1.0,1.0,0.00767,0.102,0.15,7.77e-05,-3.127
1UWRqfZoYYONXB1Azj9OKv,0.278,0.269,0.846,6.0,4.438055555555555,4.739166666666666,5.342777777777779,85.115,2.0,0.0,0.0,0.906,0.0386,0.243,-13.390999999999998
5EkrUmvBT9HY1jtVXbRgCp,0.805,0.462,0.929,6.0,4.047090909090909,4.480727272727273,4.195818181818182,168.91400000000004,3.0,1.0,0.0,0.298,0.168,0.031,-3.217
3u13MyusqSsMVegpADUHHP,0.594,0.5489999999999999,0.8640000000000001,11.0,5.308400000000001,5.5954,5.4072000000000005,104.745,7.0,1.0,0.00024,0.158,0.0445,0.179,-6.615
32yottFNSCL9Nho9biIKzY,0.328,0.6920000000000001,0.4,26.0,4.706666666666666,4.643695652173913,4.903188405797103,130.22799999999998,10.0,0.0,1.55e-05,0.5589999999999999,0.0349,0.212,-9.767
2yQkUV0EEDMfHQ3BqkcrOa,0.212,0.394,0.639,4.0,3.4504999999999995,4.864166666666667,4.154166666666667,172.95,6.0,0.0,0.0152,0.111,0.039,0.00463,-4.833
3IaAYtmN8T0YIYVqnxNnVz,0.358,0.612,0.797,7.0,4.3425,4.935,4.583750000000001,81.086,1.0,1.0,0.0,0.257,0.448,0.064,-3.648
70gH71Zh5NQCBFPp0C434B,0.132,0.529,0.94,9.0,3.4029545454545445,6.015227272727273,4.637272727272727,126.028,6.0,0.0,0.7659999999999999,0.0945,0.0666,7.240000000000001e-05,-6.319
0aHWzIvtnkG3FVcBoFQ6BG,0.201,0.509,0.978,6.0,5.548571428571428,5.837142857142858,5.495714285714286,102.866,2.0,1.0,5.14e-06,0.0872,0.147,5.69e-05,-4.017
3Zo6R22retEhAnQBbam5As,0.237,0.313,0.505,18.0,4.164054054054054,4.217702702702702,4.359121621621623,167.352,4.0,0.0,0.0,0.0843,0.0747,0.205,-9.406
0ejUFFiCGm9saVFAirRSuw,0.539,0.521,0.818,7.0,6.395,5.754166666666667,5.935833333333334,113.094,9.0,1.0,0.0,0.238,0.0355,0.0015,-4.261
0vyoxWYsDYduwnYuiEHOZg,0.426,0.488,0.958,12.0,3.837799999999999,5.7136000000000005,4.6408000000000005,90.04,2.0,1.0,0.0539,0.5529999999999999,0.0464,0.000288,-6.114
31LqHjk6Ya9sH4jJPBrTgu,0.221,0.556,0.679,4.0,5.143243243243243,5.444594594594594,5.117972972972973,74.062,1.0,1.0,0.0927,0.269,0.4970000000000001,0.155,-8.015
0fcGdkaMVaJtPuYLB6bXRx,0.195,0.362,0.979,3.0,5.485333333333333,6.127777777777778,5.3868888888888895,89.431,4.0,0.0,0.0,0.459,0.205,0.00022,-4.262
4IOTgPMdeLyoHicxxMo2aN,0.5329999999999999,0.385,0.737,4.0,2.4725,5.0875,4.204999999999999,79.646,9.0,1.0,0.0175,0.113,0.106,0.00099,-6.246
7uNV9LjVf5R3eVoRao44UK,0.46,0.518,0.6709999999999999,2.0,4.398965517241379,6.458620689655173,5.178965517241379,109.697,5.0,1.0,0.0032,0.172,0.063,0.366,-8.794
36YJWsgSCEMFsv9Y2jxI4U,0.541,0.387,0.8220000000000001,12.0,5.46364705882353,5.410235294117646,5.213764705882353,152.338,9.0,0.0,0.319,0.416,0.0316,3.1e-06,-8.001
4AtmALMF0y7ttIykE7Z1B0,0.59,0.248,0.94,4.0,5.2542307692307695,5.310192307692308,5.148269230769231,185.604,4.0,1.0,0.0,0.26,0.312,0.00179,-4.235
0SqgZ5KpfX24W8ZeGzOle2,0.433,0.526,0.84,12.0,4.449,5.04325,4.6305,93.972,11.0,1.0,0.0,0.272,0.0342,0.00292,-4.159
5W4eJ7KPOmruHn8BJPnoaj,0.377,0.304,0.938,4.0,4.45,4.923448275862069,5.063793103448275,142.244,1.0,1.0,0.0126,0.32,0.228,0.0005679999999999,-4.331
5CyzIHM2IRSLz2Ke9hWwjz,0.203,0.475,0.703,8.0,4.239310344827587,4.683793103448276,4.428850574712643,114.297,4.0,0.0,0.0911,0.203,0.0393,0.00946,-4.135
4GfhaqyXVJVRvwfC4NKlHB,0.96,0.644,0.7809999999999999,5.0,3.808205128205128,5.787179487179487,4.754871794871795,75.832,10.0,0.0,0.0,0.374,0.347,0.356,-6.572
7kHqtJoznzbdEfw79DVa5Y,0.4270000000000001,0.588,0.965,11.0,5.815,5.633172043010752,5.286129032258065,98.019,11.0,1.0,0.0,0.134,0.103,0.00235,-4.35
3yvsHpMQf3C6xZGq7bu9c6,0.322,0.291,0.845,5.0,4.885102040816327,5.8316326530612255,5.180408163265307,101.912,6.0,1.0,0.000344,0.0726,0.0714,0.000244,-4.106
7m6UCpVtgKo01gbzmzHofx,0.557,0.395,0.937,7.0,5.968888888888889,5.672222222222223,5.5377777777777775,161.996,9.0,1.0,3.25e-06,0.196,0.148,0.00173,-3.666
