spotify_id,artist,name,popularity,release_date,genre,explicit,duration_ms,featured_artists
4xkOaSrkexMciUUogZKVTS,Eminem,'Till I Collapse,84,2002-05-26,rap,1,297787,['Nate Dogg']
3fOc9x06lKJBhz435mInlH,Metallica,St. Anger,53,2003-06-05,metal,0,441133,[]
5bU4KX47KqtDKKaLM4QCzh,Dope,Die MF Die,68,2001-12-06,metal,1,186067,[]
4Q1w4Ryyi8KNxxaFlOQClK,Drowning Pool,Step Up,53,2004-01-01,metal,0,197293,[]
49fT6owWuknekShh9utsjv,Kanye West,Feedback,61,2016-06-10,hip-hop,1,147240,[]
6DoXuH326aAYEN8CnlLmhP,Deftones,7 Words,51,1995-09-29,nu metal,1,223893,[]
104YdibC7VQy78xAVmgRYr,Fiona Apple,Limp,43,1999-11-09,singer-songwriter,0,209800,[]
1qxkzHlZBXFv5HfyYqJ8cy,Black Flag,Depression,36,1981,punk,0,148867,[]
6xK3sBdRm99g9T8Ov0gjdF,Deftones,When Girls Telephone Boys,41,2003-05-19,metal,0,276400,[]
62wtttQzoIA9HnNmGVd9Yq,Kanye West,Two Words,54,2004-02-10,hip-hop,1,266213,"['Mos Def', 'Freeway', 'The Boys Choir Of Harlem']"
3DaC3oRpGInTU0x8DvdSGp,Black Flag,What I See,34,1981,punk,0,115800,[]
7EZlzu01NzbR1jWEIDSk5T,Black Flag,Room 13,31,1981,punk,0,124733,[]
1jRzdY7oUBOhrylNtiMtBD,Mystikal,Shake Ya Ass,58,2000-09-26,hip-hop,1,256973,[]
1Nvy8JAL3DrO0a6xdgJSvv,Fugazi,Glue Man,35,1989,punk,0,263787,[]
3RwomkUaNHS0gFs3QqgudU,The Animals,Boom Boom,34,1965-02-01,classic rock,0,199760,[]
46sqkKk663MiT1u0WHLQKF,Peaches,Boys Wanna Be Her,42,2006-07-11,electroclash,0,235560,[]
35BOEtOvV1qwzjblSKcPJ1,Black Flag,No More,30,1981,punk,0,145933,[]
6Xpm4ajdj9SkiP08JKg3vK,Crossfade,Death Trend Setta,41,2004-04-13,rock,0,214787,[]
6D69DWilPEsY2TqayoB7x5,Black Flag,Padded Cell,29,1981,punk,0,107027,[]
2ZhswJTKMkNNTAjrTmPhOJ,Black Veil Brides,Knives and Pens,58,2010-07-20,post-hardcore,0,255840,[]
3GiJq4AQK7324mfIQbpiTf,Slipknot,Custer,59,2014-10-15,nu metal,1,254467,[]
7HFCovMwZIinGBpoZyUsKC,Filter,Welcome to the Fold,52,1999-08-24,rock,0,460400,[]
5DoTRJlzMaGAMHPTDrfvfW,Sevendust,Black,53,1997,metal,1,248906,[]
5o9jJ0aRyn7WswL4giBmMB,Method Man,Meth Vs. Chef,39,1994-11-15,hip-hop,1,216200,['Raekwon']
1ED6dMdVwXGkXAjsJdk5f0,The Stooges,L.A. Blues,29,1970,punk,0,293867,[]
7n6DnNdKKhjyDa1GlGgLeQ,Michael Jackson,Tabloid Junkie,45,1995-06-16,pop,0,272707,[]
60nriFcKARUpnYksJkDqJR,Minutemen,#1 Hit Song,35,1984-07-24,post-punk,0,109067,[]
14CVBGaoD5k3VC9Qmz5imZ,Rammstein,Wollt ihr das Bett in Flammen sehen,49,1995-09-24,industrial metal,0,317333,[]
3bbVPVAL3ulmu3kNGJ9EDF,Minutemen,It's Expected I'm Gone,32,1984-07-24,post-punk,0,125000,[]
4DuE7W3HEq037BuHzas2Ym,Type O Negative,Kill All the White People,33,1993,gothic metal,0,204040,[]
3p7Lr8Kpy0imLB1yalPgQu,Seether,Out Of My Way,44,2004-01-01,alternative rock,0,231773,[]
3mtQQLpGwnIuYMgGADBlGz,Big Black,Kerosene,41,1985-06-01,noise rock,1,363907,[]
4DgsvJNNGvV5WPQ40qR3R8,Bikini Kill,New Radio,36,1998-06-23,riot grrrl,0,93493,[]
2QecHpp1nzPMwo95fwxZ9h,Avenged Sevenfold,Requiem,52,2013-08-23,symphonic metal,0,261573,[]
2z2qTST29C0jxdCGjlqVNE,Minutemen,Shit from an Old Notebook,28,1984-07-24,punk,0,96067,[]
4XtywUcY2InXkgLL3OfDmp,Danzig,Tired Of Being Alive,39,1990-01-01,hard rock,1,243533,[]
6yE653bOUMCnnAbCOnZS55,Chevelle,Shameful Metaphors,44,2009-08-31,hard rock,0,261760,[]
52qsLeKxfmSjaxAiHGPMbk,Stiff Little Fingers,Wasted Life,33,1979,punk,1,189707,[]
53T0V3jTJDs3kIqwvlgspI,Aphex Twin,Come To Daddy (Pappy Mix),44,1997-10-06,electronic,0,262533,[]
53T0V3jTJDs3kIqwvlgspI,Aphex Twin,Come To Daddy (Pappy Mix),44,1997-10-06,electronic,0,262533,[]
53T0V3jTJDs3kIqwvlgspI,Aphex Twin,Come To Daddy (Pappy Mix),44,1997-10-06,electronic,0,262533,[]
0BI9BYPVtp65GqNkVCl6tS,Nas,Surviving the Times,47,2007-11-06,hip hop,0,283800,[]
74PzFTj0YKQhtESkU5VrfF,Minutemen,The Roar of the Masses Could Be Farts,24,1984-07-24,post-punk,0,81027,[]
6cfvxVx2PZFSFeghhmciy6,Ol' Dirty Bastard,Damage,36,1995,hip-hop,1,167867,[]
3VrWfrDjNLLNhqXNJRU0JR,Butthole Surfers,Sweat Loaf,36,1987,alternative,0,369320,[]
5VYVcGgRxhz39ujXLRB42p,Marilyn Manson,Rock 'N' Roll Nigger,33,1995,industrial metal,1,211600,[]
5VYVcGgRxhz39ujXLRB42p,Marilyn Manson,Rock 'N' Roll Nigger,33,1995,rock,1,211600,[]
0YHhpW8PnU0WNuAKAVuM70,Ween,Piss up a Rope,44,1996-05-06,country,1,213560,[]
2vtjdPo6BfEFEk9a83mO45,Twiztid,Afraid of Me,38,2003-07-01,horrorcore,1,247867,[]
6SOBCABlykuNrO04rmXpLs,6ix9ine,TATI,65,2018-11-27,hip-hop,1,154565,['DJ SpinKing']
5J1ewKkCC28LleuiL8f9WG,Stiff Little Fingers,State Of Emergency,28,1979,punk,0,148440,[]
4KscmBsFFjcfnD3XbYIklO,Lisa Gerrard,Elysium,57,2007-02-12,ambient,0,162827,[]
7ygrDIOwwM4gtNf8Pz6kxW,House of Pain,Put Your Head Out,40,1994-07-21,hip hop,0,182160,['House Of Pain']
5dVjEdi8hUutQSoEZsBKXr,White Zombie,Feed The Gods,39,2003,metal,0,270000,[]
65l5KYs1YMFplVybSvFZqZ,50 Cent,Lifes On The Line,43,2003-02-06,rap,1,218480,[]
4Hs5Fu5fHNPwHvKAiUXotu,Nine Inch Nails,You Know What You Are?,39,2005-05-03,industrial,1,221933,[]
4Hs5Fu5fHNPwHvKAiUXotu,Nine Inch Nails,You Know What You Are?,39,2005-05-03,industrial,1,221933,[]
2lEWD5hJZxkhTKO3p9441l,D.R.I.,Couch Slouch,28,1985,hardcore,0,82120,[]
53Chgqu2TN0wlPw9EeJjSb,The Animals,I Put a Spell on You,42,1966-06,classic rock,0,176573,[]
53yBfGozCZOAqaM16PwMKP,Rammstein,"REISE, REISE",51,2004-09-27,industrial metal,0,251147,[]
4zHRHotgEcUcQzheUld3n9,KMFDM,Juke-Joint Jezebel,43,1995,industrial,0,339987,[]
2nn5hgxjtmugWJudh9zlxt,The Animals,Talkin' Bout You,23,1964-01-01,rock,0,115613,[]
66ShyjRt7dvrbBRhzkx5lf,Motograter,Suffocate,40,2003-06-19,nu metal,1,180907,[]
4ezafcOuI5em8LoE2xxnpv,Xzibit,What U See Is What U Get,53,1999-11-08,hip-hop,1,308907,[]
4YhA8wCS03e32t61v4D8Ik,Filter,American Cliche,38,2002-07-30,rock,0,217627,[]
4xh98RD1TjVR4nHa47iH72,Ja Rule,Furious,56,2001-01-01,rap,1,258000,"['Vita', 'O1']"
5ka9tzfUYOsFAz6cSUvFX6,DMX,My Niggas,44,1998,rap,1,87333,[]
6tGtBvK6DezcjbtUxXGyxe,Kool Moe Dee,I Go To Work,39,1989-05-12,hip-hop,0,282093,[]
3GkclSNFTsqpTZJhzK9FCy,Monica,Street Symphony,37,1998-07-13,soul,0,333960,[]
3aKhLm5mONfAtS1NZXG8f4,Metal Church,Badlands,36,1989-02-07,thrash metal,0,444453,[]
6waIDGD8KburJSTvbbtmr7,Traffic,Shoot Out At The Fantasy Factory,24,1973-01-01,classic rock,0,363067,[]
2luq0uISJ4Qn0nYEWkHblt,Insane Clown Posse,Tilt-A-Whirl,40,2007-01-01,horrorcore,1,237413,[]
6NrEJlXwe5VSZuANModTm3,Naked Raygun,Rat Patrol,26,1984-01-01,punk,0,131867,[]
6M3Qat8CTPMnagoVSSOXvI,Slipknot,Prelude 3.0,46,2004,metal,0,237293,[]
5n8Aro6j1bEGIy7Tpo7FV7,N.W.A,Fuck Tha Police,70,1988-08-08,hip-hop,1,345717,['N.W.A.']
5n8Aro6j1bEGIy7Tpo7FV7,N.W.A.,Fuck Tha Police,70,1988-08-08,rap,1,345717,[]
6PDBcqHNIg5cOojcCkhxYM,White Zombie,"Ratfinks, Suicide Tanks And Cannibal Girls",43,2008-01-01,soundtrack,0,232520,[]
1HZXGK0yyl1ygZn0wsdVoL,Pegboy,Strong Reaction,37,1991-09-15,indie,0,237907,[]
17GdAx0kHOFNXZiCj8HuOW,EPMD,Headbanger,42,1999-01-01,hip-hop,1,291133,"['Redman', 'K-Solo']"
3glqlA5qY3bbo8UaUDGPnw,Wu-Tang Clan,Triumph,63,1997-06-03,hip hop,1,338187,['Cappadonna']
5wDwRWRJmRkVbg0d7vH4Lx,Apache,Gangsta Bitch,42,1993-03-18,hip-hop,1,284067,[]
5huSgTVqBdIJTFhpShJfcg,Living Colour,Love Rears Its Ugly Head,49,1990-08-28,rock,0,259467,[]
0qbzjDlkKO3upenopyegk8,White Zombie,God of Thunder,26,1989-01-01,metal,1,231773,[]
6OQrmEIK8KOOVcSoSaEo40,DMX,What's My Name,53,1999-12-21,hip-hop,1,232333,[]
6OQrmEIK8KOOVcSoSaEo40,DMX,What's My Name,53,1999-12-21,hip hop,1,232333,[]
3oYHwl2ZEocFyBpzQ2vLBt,Eddie Cochran,Mean When I'm Mad,19,1957-11-01,rockabilly,0,114160,[]
7CpbhqKUedOIrcvc94p60Y,Drowning Pool,Bodies,73,2001-01-01,metal,0,201960,[]
5cZqsjVs6MevCnAkasbEOX,Limp Bizkit,Break Stuff,73,1999,nu metal,1,166707,[]
1WWgMk8nD79p8VeKFGYrOw,Rage Against the Machine,Bullet In The Head,59,1992,rock,1,306680,['Rage Against The Machine']
23wfXwnsPZYe5A1xXRHb3J,Eminem,The Way I Am,71,2000-05-23,rap,1,290427,[]
6pfdW2NouUI3ZnugM7r0G0,Marilyn Manson,The Fight Song,61,2000-11-11,metal,1,175760,[]
68DKrU7sTyDpDA5T3dsOlk,Queens of the Stone Age,"You Think I Ain't Worth A Dollar, But I Feel Like A Millionaire",49,2002,stoner rock,0,192573,[]
68DKrU7sTyDpDA5T3dsOlk,Queens of the Stone Age,"You Think I Ain't Worth A Dollar, But I Feel Like A Millionaire",49,2002,stoner rock,0,192573,[]
27msmgcdSRniJHfocEf6EH,A Perfect Circle,Pet,57,2003-01-01,alternative rock,0,274333,[]
1x8sna2LV8WQ38NEtN5X46,Marilyn Manson,The Nobodies,58,2000-11-11,industrial,0,215427,[]
3S4G4SL15Cp4CvAfmye8um,Tool,Hooker With A Penis,56,1996-09-17,progressive metal,1,273827,['TOOL']
3jnYlchDDAiLzfkPPy12ig,Deftones,Elite,49,2000-05-16,metal,0,241800,[]
5tYosD9TicWDYO3kAE4ADp,Rage Against the Machine,Roll Right,52,1996-04-16,rock,1,260267,['Rage Against The Machine']
3Hxu3Ey1TV9mZ5XqMXckiS,Rage Against the Machine,War Within a Breath,44,1999-11-02,rock,0,216427,['Rage Against The Machine']
6CHENx8iqzMwavTIz8s0gm,Hole,Violet,59,1994-01-01,grunge,0,204933,[]
18ohWhzbMCynq5QJ68ifkW,Eminem,Criminal,60,2000-05-23,rap,1,319600,[]
5Ty1B6gHqh0joQx6ChbxiH,Rage Against the Machine,Snakecharmer,46,1996-04-16,rock,1,235400,['Rage Against The Machine']
07Bw7ACBw1xzhKpXrraskA,Jimmy Eat World,Get It Faster,42,2001-07-17,rock,0,261933,[]
7lUjs7bf1fjKI8HKhbNp6z,Brand New,Guernica,43,2003-06-17,emo,0,203173,[]
0HgTYw2jY3sz8rYG0RpI3f,Modest Mouse,Alone Down There,37,2000-06-13,indie,0,141800,[]
48lIoKOJ9KOedV2PKgIfUT,Queens of the Stone Age,Tension Head,38,2000-06-06,stoner rock,1,172533,[]
55oCxTjsEydILFRdZ9nWaW,Incubus,Blood on the Ground,45,2001-10-23,alternative rock,0,273333,[]
0Jf9d1BEYPcxK8NwGj194O,Violent Femmes,Kiss Off,55,1983-04-13,alternative,0,176720,[]
1boT6T7To8iTK1RyM5xxJy,Nine Inch Nails,With Teeth,41,2005-05-03,industrial,0,337707,[]
0tBbt8CrmxbjRP0pueQkyU,Selena Gomez,Wolves,80,2017-10-25,pop,0,197993,['Marshmello']
4V0he7zYfJLEjfCDfojToB,Brand New,Seventy Times 7,52,2001,emo,0,213640,[]
4w7hIjpuEfvMPiyEgdqlf6,Brand New,Jude Law And A Semester Abroad,49,2001,emo,0,222080,[]
4zlGdsGD7D6qECEUOKByjF,Marilyn Manson,The Reflecting God,51,1996,industrial metal,1,336333,[]
5tz69p7tJuGPeMGwNTxYuV,Logic,1-800-273-8255,80,2017-05-05,hip hop,1,250173,"['Alessia Cara', 'Khalid']"
0yUyPe5c1o5cCyV7aJkz6F,Nine Inch Nails,Somewhat Damaged,46,1999-09-21,industrial,1,271693,[]
0vNHCXmNzVa8h54SE3JDm7,Nirvana,"Endless, Nameless",49,1991-09-26,grunge,0,403293,[]
3m2Zd230K68bC4Qe961d9p,PJ Harvey,Rid Of Me,51,1993-01-01,alternative,0,268827,[]
1icudzJCEUyjOVYzw7emST,Tool,Hush,50,1992-03-10,progressive metal,1,168293,['TOOL']
1nbGN4N63uCQq0pCIs3kIf,Bob Dylan,Idiot Wind,46,1975-01-17,folk,0,467493,[]
20oenBXlmwIfK0F3fQIjhM,Eminem,Kim,55,2000-05-23,rap,1,377893,[]
5RxKqRKJva5ZcVa0ltdxuX,Nine Inch Nails,"Starfuckers, Inc.",47,1999-09-21,industrial,1,300227,[]
5RxKqRKJva5ZcVa0ltdxuX,Nine Inch Nails,"Starfuckers, Inc.",47,1999-09-21,industrial,1,300227,[]
7wyVuNCEr1j8NfG1vwMXZp,Marilyn Manson,Irresponsible Hate Anthem,46,1996,industrial metal,1,257933,[]
24CeaRaJHiMKFAVZTCu8Y0,Mushroomhead,Sun Doesn't Rise,57,2003-01-01,nu metal,0,193813,[]
1Ra0py3DxQ2dcWHXhd9wq6,Modest Mouse,Doin' the Cockroach,41,1997-11-18,indie rock,0,258733,[]
3lMiBDoKSRJfSrP6mLqGut,Breaking Benjamin,Believe,41,2004-01-01,rock,0,198480,[]
3eZixQQs5gHPeAflvjhc7E,Brand New,The Shower Scene,39,2001,alternative,0,145560,[]
1UWRqfZoYYONXB1Azj9OKv,Black Flag,Spray Paint,39,1981,punk,0,33507,[]
5EkrUmvBT9HY1jtVXbRgCp,Brand New,Last Chance To Lose Your Keys,38,2001,emo,0,211440,[]
3u13MyusqSsMVegpADUHHP,Ben Folds Five,Song for the Dumped,38,1997-03-18,piano rock,1,231867,[]
32yottFNSCL9Nho9biIKzY,Fiona Apple,Get Gone,43,1999-11-09,piano,0,247600,[]
2yQkUV0EEDMfHQ3BqkcrOa,Modest Mouse,Cowboy Dan,41,1997-11-18,indie rock,0,374800,[]
3IaAYtmN8T0YIYVqnxNnVz,Eminem,Bad Guy,61,2013-11-05,hip-hop,1,434077,[]
70gH71Zh5NQCBFPp0C434B,Nine Inch Nails,"No, You Don't",39,1999-09-21,industrial,0,215933,[]
0aHWzIvtnkG3FVcBoFQ6BG,Fall Out Boy,The Patron Saint of Liars and Fakes,49,2003-05-06,pop punk,0,199916,[]
3Zo6R22retEhAnQBbam5As,Bright Eyes,"Sunrise, Sunset",36,2000-05-29,indie,0,272267,[]
0ejUFFiCGm9saVFAirRSuw,Say Anything,Every Man has a Molly,45,2005-10-01,indie rock,0,185117,[]
0vyoxWYsDYduwnYuiEHOZg,Nine Inch Nails,Last,45,1992-09-22,industrial,0,284573,[]
31LqHjk6Ya9sH4jJPBrTgu,"Tyler, the Creator",Radicals,46,2011-05-09,rap,1,438333,"['Tyler, The Creator']"
0fcGdkaMVaJtPuYLB6bXRx,The Used,Say Days Ago,40,2002-06-25,screamo,0,197867,[]
4IOTgPMdeLyoHicxxMo2aN,Korn,Predictable,43,1994-10-11,nu metal,1,272640,[]
7uNV9LjVf5R3eVoRao44UK,Modest Mouse,Beach Side Property,36,1996-04-16,indie rock,0,419467,[]
36YJWsgSCEMFsv9Y2jxI4U,PJ Harvey,Long Snake Moan,45,1995-01-01,alternative,0,315240,[]
36YJWsgSCEMFsv9Y2jxI4U,PJ Harvey,Long Snake Moan,45,1995-01-01,alternative,0,315240,[]
4AtmALMF0y7ttIykE7Z1B0,Say Anything,The Futile,40,2005-10-01,indie rock,1,165035,[]
0SqgZ5KpfX24W8ZeGzOle2,EVE 6,Think Twice,48,2003-07-01,rock,0,223493,['Eve 6']
5W4eJ7KPOmruHn8BJPnoaj,Chevelle,Still Running,43,2004-09-21,rock,0,223280,[]
5CyzIHM2IRSLz2Ke9hWwjz,Brand New,Sowing Season (Yeah),51,2006-01-01,emo,0,270733,[]
4GfhaqyXVJVRvwfC4NKlHB,Immortal Technique,Obnoxious,48,2003-11-18,hip-hop,1,289427,[]
7kHqtJoznzbdEfw79DVa5Y,Say Anything,Admit It!!,39,2005-10-01,indie,0,373998,[]
3yvsHpMQf3C6xZGq7bu9c6,Chevelle,Get Some,46,2004-09-21,alternative rock,0,267560,[]
7m6UCpVtgKo01gbzmzHofx,Motion City Soundtrack,When You're Around,42,2005-06-07,emo,0,170253,[]
1NYiFG8cdKEVDO0ZowYi3j,Black Flag,Life of Pain,30,1981,punk,0,170467,[]
20QoUUjUE4MW8eWCSeUGhX,Cold,Just Got Wicked,45,2000-01-01,alternative rock,1,241067,[]
5T2hX4dfBoJCG3hal07zmC,Egypt Central,You Make Me Sick,44,2008-01-10,rock,0,232640,[]
6Z3pIqEp5n5faSopwto0tB,Modest Mouse,King Rat,43,2009-07-30,indie,0,330573,[]
67vYdAAM3oGsEImCRfbtsF,Foo Fighters,Times Like These,68,2002-10-22,rock,0,265560,[]
1sxOACEZ2xAMRB0TLaCwIl,Hole,Gutless,38,1994-01-01,grunge,0,135107,[]
7a2Y8ocNl3hFk0LTnfhN7M,Big Black,Bad Penny,34,1987-09-10,noise rock,1,153360,[]
3IX3DBacud9x6KWo23PY66,Saves the Day,Rocks Tonic Juice Magic,41,1999,punk,0,207720,['Saves The Day']
6zhnqFMuQ8Q2GCY9X89KXb,Nine Inch Nails,Physical (You're So),39,1992-09-22,industrial,1,329867,[]
2HRYa6iG1M5DRefO8pK2I3,Killer Mike,Reagan,48,2012-05-15,hip-hop,1,249973,[]
5xzp7D911za4ynbTiJ4pWB,Theory of a Deadman,Little Smirk,42,2008-04-01,alternative rock,0,211627,[]
6K9Tn3LvkikOFk6Lhe4osP,Matchbox Twenty,Busted,40,1996-10-01,rock,0,257160,[]
4q604hQba5940BbOoaenmz,K.Flay,Blood In The Cut,63,2017-04-07,hip-hop,1,188707,[]
2E8AVQcuYSlXm12g112Kef,Ani DiFranco,Untouchable Face,48,1996-05-01,folk,0,279067,[]
6yh3Hdk6LZXQAsuq028hwU,Saves the Day,You Vandal,36,1999,indie,0,148333,['Saves The Day']
2IIXuRuxo5uZSENXWGNsVr,Mudvayne,Severed,36,2000-08-13,nu metal,0,389227,[]
7J9tkRgN26YmIHXl4fnVlp,Otep,Battle Ready,44,2002-01-01,metal,1,261680,[]
6WGaVdhY8uMWMgxiKpdLVy,Tracy Bonham,Mother Mother,51,1996-03-19,rock,0,180733,[]
1GcDh0KNweiK6MueZk33yd,Fugazi,Bed for the Scraping,35,1995,post-hardcore,0,170440,[]
4DSAxhyfL8uZYTbRNsSHMU,Kittie,Spit,47,2000-01-11,metal,1,142867,[]
0gtQpIxMYqLxtSQn52m0Wx,Everclear,So Much For The Afterglow,41,1997-10-07,alternative rock,0,233867,[]
1ey9ub4AISvEmjM7tkoBh0,The Mountain Goats,Going to Georgia,49,2005-03-29,indie,0,135693,[]
7oUCnXgsxD2jyW4LTg3mNI,mclusky,Lightsabre Cocksucking Blues,42,2002-02-25,punk,1,111360,['Mclusky']
4s85V8jg9bOfylFEaVLyqS,Glassjaw,Cosmopolitan Blood Loss,39,2002-07-09,post-hardcore,0,183893,[]
4fGIqy3bvjX0jz1SJHqjjo,My Chemical Romance,"It's Not a Fashion Statement, It's a Deathwish",59,2004-06-08,rock,0,210867,[]
4fGIqy3bvjX0jz1SJHqjjo,My Chemical Romance,"It's Not a Fashion Statement, It's a Deathwish",59,2004-06-08,rock,0,210867,[]
0bE5gJJno8d6jBLgqHmx7k,R.E.M.,Lightnin' Hopkins,29,1987-09-01,rock,0,201267,[]
1sIQmwbVZAoDKVPUGhhhk1,Adolescents,Who Is Who,31,1981,punk,0,83693,[]
6tM8cMX9S4AyRd5sDDrzhN,Lou Reed,Romeo Had Juliette,40,1989-01-10,rock,0,190333,[]
2oYjBqFcNA07SUj62EkKpY,Bright Eyes,The Calendar Hung Itself…,37,2000-05-29,indie,0,235973,[]
2oYjBqFcNA07SUj62EkKpY,Bright Eyes,The Calendar Hung Itself…,37,2000-05-29,indie,0,235973,[]
7g516Dn1Xrp8OdtLntHVmr,Guided by Voices,"As We Go Up, We Go Down",41,1995-04-04,indie,1,97227,['Guided By Voices']
5YsEglADppBRUYCIIvnglm,Kate Bush,Get Out Of My House,35,1982,alternative,0,325293,[]
5YsEglADppBRUYCIIvnglm,Kate Bush,Get Out Of My House,35,1982,singer-songwriter,0,325293,[]
5PONCrsJnRyMsHBsnUS6I9,Geto Boys,Still,48,1996-04-02,rap,1,239973,[]
44go3ZmDNtKdfCc15IseAx,System of a Down,Shame,38,2000-09-05,metal,1,160667,"['System Of A Down', 'Wu-Tang Clan']"
1CFRJ8223pGmAL82T1oZvi,Stabbing Westward,Shame,43,1994,industrial,0,291827,[]
3niScmEbYGKZSIrLxRZRkW,The Rolling Stones,Take It Or Leave It,27,1967-06-26,classic rock,0,166213,[]
78EGz1N277AgdqBDpiehpD,Jack Off Jill,Fear of Dying,38,2000-01-01,rock,0,164629,[]
4jKq1e80xAYixkIwt6YyV1,Ben Folds,Brick,57,1997-03-18,singer-songwriter,0,271720,['Ben Folds Five']
4jKq1e80xAYixkIwt6YyV1,Ben Folds Five,Brick,57,1997-03-18,piano,0,271720,[]
5sEmIMKfc3Y75rDHc6dnOb,Face to Face,I Won't Lie Down,49,1996-09-09,punk,0,197787,['Face To Face']
5HNWXHeqgZII2dC3YwjUaE,Cypress Hill,3 Lil' Putos,42,1993-07-20,hip hop,1,220200,[]
08hPWkpbfOxuJ7d3qBLfDC,Straylight Run,Hands In the Sky (Big Shot),45,2005,indie,0,342293,[]
2fpzSINgTCbf4sS7LH39G5,Hopsin,Sag My Pants,57,2010-11-19,hip-hop,1,219089,[]
5IJbTPhcj0IjdzUaYqwe2I,PINK GUY,Stfu,60,2017-01-04,,1,224493,['Pink Guy']
3KrjJgriB8BcBWOwNNB69F,Life of Agony,River Runs Red,43,1993-10-04,metal,0,114680,['Life Of Agony']
3pxtyYq7JSibCIHzbJZdJK,Wipers,Over the Edge,40,1983-03-01,punk,0,229667,[]
5dLT6dZ6PMUKWSTGCXGerq,Third Eye Blind,Faster,40,2003-05-13,rock,1,212493,[]
0INUE1K7cEiE8VH63Rv5RJ,Mudvayne,Happy?,68,2005,metal,1,216427,[]
2jl5HG3D1qnicCsRDoDbOD,Dead Kennedys,Cesspools In Eden,32,1986-12-21,punk,0,356519,[]
7wIIyXUVvcNOKTSXlNIwGg,Combichrist,this s*it will fcuk you up,45,2005-11-01,industrial,1,285667,[]
10AveWzlmt1Dkh9mhsV2KZ,Soil,Black Betty,51,2007-08-14,metal,0,159800,[]
1LJt5Zl8pRGG1W0avDWNAe,Lou Reed,Kill Your Sons,30,1974-08-01,rock,0,218760,[]
7fBbXkujJb0EjxipjDShKC,Ministry,Flashback,27,1988,industrial,1,288933,[]
5asoLbAoTbvVjyN4uq7ftR,Blondie,Die Young Stay Pretty,26,1979-09-28,new wave,0,214035,[]
0BOHrlOxCq6g7WkshTGDNe,Circle Jerks,Leave Me Alone,36,1982,punk,0,80773,[]
0gnvI2vSWIacE3hgLbuWtn,Ween,You Fucked Up,31,1990,alternative,1,97933,[]
60uesDF4UyLUs61FgiDkdp,Ice Cube,Hello,58,2000-02-29,rap,1,232533,"['Dr. Dre', 'MC Ren']"
1nYiLob7FmHBRK5rElOw7j,Coal Chamber,Rowboat,41,2002-05-06,metal,0,289280,[]
1qpo7EPyUl0WL9oKAK2hYm,Living Colour,Desperate People,29,1988,rock,0,336333,[]
1BCfGFKWF7ZK9xqeKkoPad,Matt Kennon,The Call,52,2011-04-28,country,0,237693,[]
5lP31iPJoImNmlX5a48eZ3,The Forces of Evil,Angry Anthem,39,2003-10-19,ska,0,173160,['The Forces Of Evil']
19Ov4l8mtvCT1iEUKks4aM,Neutral Milk Hotel,Two-Headed Boy,55,1998-02-20,rock,0,266107,[]
0MT298VrmI1Kb7GFbxw43C,Pantera,Yesterday Don't Mean Shit,48,2000-01-01,thrash metal,1,259693,[]
1vL2Y0WIZlEgm8b0m78SrC,Down By Law,500 Miles,39,1994,punk,0,244933,[]
5KTunRwahqz91ErLDc9luS,Primus,Those Damned Blue-Collar Tweekers,41,2006-01-01,metal,0,317240,[]
5KTunRwahqz91ErLDc9luS,Primus,Those Damned Blue-Collar Tweekers,41,2006-01-01,rock,0,317240,[]
5NBPV2NQTepcZy1fD2KI43,Bonnie Tyler,If You Were a Woman (And I Was a Man),45,1986-05-05,pop,0,316800,[]
1kUvgaQP1mBjifqRitiYah,Rollins Band,Low Self Opinion,36,1992,rock,0,324827,[]
5Yg78W1IRkOBsHNMhT5TDh,Sugar Ray,Mean Machine,41,1995-04-07,rock,1,162093,[]
2lBqQF5G7QCa9dB6oMPYuX,Clutch,Binge and Purge,39,1993-07-27,stoner rock,1,389600,[]
36nf8kDajZkAqagyP5f2iG,Indigo Girls,Prince Of Darkness,36,1989,folk,0,321960,[]
29zr7yJcEHQpCXz8aAZWOb,Taking Back Sunday,Bonus Mosh Pt. II,41,2004-07-27,emo,0,186467,[]
0H2jfzzREOr9MF95HB7ry6,Eve,Love Is Blind,44,1999-09-14,rap,1,260307,[]
6SF1XuUbqqd7zTkP8jGTP9,Taking Back Sunday,There's No 'I' In Team,47,2002-03-26,emo,0,228533,[]
1eCcqCDoZX5Xs4VGTbbk3n,Breaking Point,One Of A Kind,46,2001-01-01,hard rock,0,208677,[]
14stwWpaCwpE6dxoV9lUMR,Slayer,God Send Death,38,2001-01-01,thrash metal,1,225867,[]
1OFDvjJmTYtvLk2jX9Ltc7,Hopsin,Ill Mind of Hopsin 4,48,2011-07-18,rap,1,267600,[]
2waiAcLQiqlX5bzvLtNUA0,Nat King Cole,Fly Me To The Moon (In Other Words),46,1987-01-01,jazz,0,211173,['George Shearing']
5MP8qdgRS0LfKlFgV6PM65,Circle Jerks,Making the Bombs,27,1985-07-21,punk,0,203507,[]
0AkmNg3BN8xBuECm5xllwR,Los Prisioneros,Nunca Quedas Mal Con Nadie,52,1984,spanish,0,250984,[]
4tgeQrPu5xkrnwErym2JsJ,EVE 6,Here's to the Night,57,2000,alternative,0,249840,['Eve 6']
39kXSNeX4g5wENfe3Vr2dX,Fugazi,Blueprint,44,1990,post-hardcore,0,232933,[]
